SourceName,CODICE_COMMITTENTE,ALIQUOTA_IVA,DATA,P_IVA,UNITAMISURA,IMPORTO_TOTALE_DOCUMENTO,NUMERO,TIPO_DOCUMENTO,RAGIONE_SOCIALE,SEDE_INDIRIZZO_CESSIONARIO,QUANTITA,DESCRIZIONE,IMPONIBILE_IMPORTO,PREZZO_UNITARIO
IT04157540966_45sel,09247360960,4.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.475,CAV. CAPP. B. CS FILM (IT I),2.79,1.89
IT04157540966_45sel,09247360960,10.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,0.954,SPIANATA ROMANA 1/2 KG1CA SV,14.97,15.69
IT04157540966_45sel,09247360960,4.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,CAROTE VS 1KG MC (IT I),1.49,1.49
IT04157540966_45sel,09247360960,4.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.105,CAV. CAPP. R. CS FILM (IT I),1.98,1.79
IT04157540966_45sel,09247360960,4.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,0.974,PEC BLU MAREMMA KG1 CA*,21.42,21.99
IT04157540966_45sel,09247360960,22.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,CL50 ACQUA FRIZ.S.BENEDET.PET,3.84,3.84
IT04157540966_45sel,09247360960,22.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,CL50 ACQUA FRIZ.S.BENEDET.PET,3.84,3.84
IT04157540966_45sel,09247360960,22.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,CL50 ACQUA FRIZ.S.BENEDET.PET,3.84,3.84
IT04157540966_45sel,09247360960,22.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,CL50 ACQUA NAT.S.BENEDET.PET,3.84,3.84
IT04157540966_45sel,09247360960,22.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,CL50 ACQUA NAT.S.BENEDET.PET,3.84,3.84
IT04157540966_45sel,09247360960,22.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,CL50 ACQUA NAT.S.BENEDET.PET,3.84,3.84
IT04157540966_45sel,09247360960,4.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,KG1 IN. MISTA JULIENNE BS,4.09,4.09
IT04157540966_45sel,09247360960,4.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,KG1 IN. MISTA JULIENNE BS,4.09,4.09
IT04157540966_45sel,09247360960,4.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,G500 MISTICANZA VASCHETTA MC,5.59,5.59
IT04157540966_45sel,09247360960,4.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,G500 MISTICANZA VASCHETTA MC,5.59,5.59
IT04157540966_45sel,09247360960,10.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,12.00,G450 TORTILLA NATURAL XL AMICA,45.48,3.79
IT04157540966_45sel,09247360960,10.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,10.00,G500 CHIPS TRASPARENTI PAI,38.1,3.81
IT04157540966_45sel,09247360960,10.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,"KG2,3 MAIS PICCANTE MC",15.79,15.79
IT04157540966_45sel,09247360960,10.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,"KG2,5 CRUNCHY PETALS MC CAIN",6.89,6.89
IT04157540966_45sel,09247360960,10.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,"KG2,5 CRUNCHY PETALS MC CAIN",6.89,6.89
IT04157540966_45sel,09247360960,10.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,"KG2,5 CRUNCHY PETALS MC CAIN",6.89,6.89
IT04157540966_45sel,09247360960,10.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,"KG2,5 CRUNCHY PETALS MC CAIN",6.89,6.89
IT04157540966_45sel,09247360960,10.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,"KG2,5 CRUNCHY PETALS MC CAIN",6.89,6.89
IT04157540966_45sel,09247360960,10.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,"KG2,5 CRUNCHY PETALS MC CAIN",6.89,6.89
IT04157540966_45sel,09247360960,10.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,"KG2,5 CRUNCHY PETALS MC CAIN",6.89,6.89
